InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
555947,22534,MAGIC DRAWING SLATE SPACEBOY,192,6/8/2011 10:45,0.36,14911,EIRE
555949,21671,RED SPOT CERAMIC DRAWER KNOB,12,6/8/2011 10:50,1.25,16626,United Kingdom
555949,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,6/8/2011 10:50,6.35,16626,United Kingdom
555949,23103,JINGLE BELL HEART DECORATION,24,6/8/2011 10:50,1.65,16626,United Kingdom
555949,22485,SET OF 2 WOODEN MARKET CRATES,12,6/8/2011 10:50,10.95,16626,United Kingdom
555949,20725,LUNCH BAG RED RETROSPOT,10,6/8/2011 10:50,1.65,16626,United Kingdom
555979,22424,ENAMEL BREAD BIN CREAM,2,6/8/2011 11:18,12.75,15039,United Kingdom
555979,22692,DOORMAT WELCOME TO OUR HOME,1,6/8/2011 11:18,7.95,15039,United Kingdom
555979,85152,HAND OVER THE CHOCOLATE   SIGN,2,6/8/2011 11:18,2.1,15039,United Kingdom
555979,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,12,6/8/2011 11:18,7.65,15039,United Kingdom
555979,21041,RED RETROSPOT OVEN GLOVE DOUBLE,3,6/8/2011 11:18,2.95,15039,United Kingdom
555979,21523,DOORMAT FANCY FONT HOME SWEET HOME,1,6/8/2011 11:18,7.95,15039,United Kingdom
556016,22699,ROSES REGENCY TEACUP AND SAUCER,24,6/8/2011 11:54,2.55,18092,United Kingdom
556017,22558,CLOTHES PEGS RETROSPOT PACK 24,12,6/8/2011 11:56,1.65,15382,United Kingdom
556017,22467,GUMBALL COAT RACK,6,6/8/2011 11:56,2.55,15382,United Kingdom
556017,23203,JUMBO BAG DOILEY PATTERNS,20,6/8/2011 11:56,2.08,15382,United Kingdom
556017,84991,60 TEATIME FAIRY CAKE CASES,24,6/8/2011 11:56,0.55,15382,United Kingdom
556019,23245,SET OF 3 REGENCY CAKE TINS,4,6/8/2011 12:02,4.95,18092,United Kingdom
556019,23175,REGENCY MILK JUG PINK,6,6/8/2011 12:02,3.25,18092,United Kingdom
556019,23170,REGENCY TEA PLATE ROSES,12,6/8/2011 12:02,1.65,18092,United Kingdom
556020,21210,SET OF 72 RETROSPOT PAPER  DOILIES,2,6/8/2011 12:03,1.45,13571,United Kingdom
556020,22558,CLOTHES PEGS RETROSPOT PACK 24,1,6/8/2011 12:03,1.65,13571,United Kingdom
556020,85152,HAND OVER THE CHOCOLATE   SIGN,2,6/8/2011 12:03,2.1,13571,United Kingdom
556021,20725,LUNCH BAG RED RETROSPOT,10,6/8/2011 12:03,1.65,12921,United Kingdom
556022,23245,SET OF 3 REGENCY CAKE TINS,4,6/8/2011 12:04,4.95,12921,United Kingdom
556022,23170,REGENCY TEA PLATE ROSES,12,6/8/2011 12:04,1.65,12921,United Kingdom
556023,22192,BLUE DINER WALL CLOCK,1,6/8/2011 12:21,8.5,14527,United Kingdom
556023,22424,ENAMEL BREAD BIN CREAM,2,6/8/2011 12:21,12.75,14527,United Kingdom
556023,22692,DOORMAT WELCOME TO OUR HOME,1,6/8/2011 12:21,7.95,14527,United Kingdom
556023,20685,DOORMAT RED RETROSPOT,1,6/8/2011 12:21,7.95,14527,United Kingdom
556023,21623,VINTAGE UNION JACK MEMOBOARD,1,6/8/2011 12:21,9.95,14527,United Kingdom
556023,23182,TOILET SIGN OCCUPIED OR VACANT,4,6/8/2011 12:21,0.83,14527,United Kingdom
556023,22845,VINTAGE CREAM CAT FOOD CONTAINER,1,6/8/2011 12:21,6.35,14527,United Kingdom
556033,48187,DOORMAT NEW ENGLAND,1,6/8/2011 12:35,7.95,,United Kingdom
556032,22669,RED BABY BUNTING,5,6/8/2011 12:35,2.95,15159,United Kingdom
556032,85132C,CHARLIE AND LOLA FIGURES TINS,24,6/8/2011 12:35,1.95,15159,United Kingdom
556034,22781,GUMBALL MAGAZINE RACK,24,6/8/2011 12:36,6.75,16672,United Kingdom
556035,85132C,CHARLIE AND LOLA FIGURES TINS,12,6/8/2011 12:36,1.95,15159,United Kingdom
556034,22467,GUMBALL COAT RACK,72,6/8/2011 12:36,2.1,16672,United Kingdom
556036,23245,SET OF 3 REGENCY CAKE TINS,4,6/8/2011 12:37,4.95,15159,United Kingdom
556038,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,1,6/8/2011 12:38,3.25,13184,United Kingdom
556040,48187,DOORMAT NEW ENGLAND,2,6/8/2011 12:42,7.95,14622,United Kingdom
556040,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,6/8/2011 12:42,2.95,14622,United Kingdom
556040,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,6/8/2011 12:42,7.95,14622,United Kingdom
556041,22083,PAPER CHAIN KIT RETROSPOT,2,6/8/2011 12:44,2.95,17954,United Kingdom
556042,22083,PAPER CHAIN KIT RETROSPOT,6,6/8/2011 12:44,2.95,14367,United Kingdom
556041,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,6/8/2011 12:44,2.08,17954,United Kingdom
556042,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,6/8/2011 12:44,2.08,14367,United Kingdom
556042,22669,RED BABY BUNTING,5,6/8/2011 12:44,2.95,14367,United Kingdom
556041,22558,CLOTHES PEGS RETROSPOT PACK 24,2,6/8/2011 12:44,1.65,17954,United Kingdom
556042,22147,FELTCRAFT BUTTERFLY HEARTS,6,6/8/2011 12:44,1.45,14367,United Kingdom
556042,22625,RED KITCHEN SCALES,1,6/8/2011 12:44,8.5,14367,United Kingdom
556041,22662,LUNCH BAG DOLLY GIRL DESIGN,2,6/8/2011 12:44,1.65,17954,United Kingdom
556041,22089,PAPER BUNTING VINTAGE PAISLEY,3,6/8/2011 12:44,2.95,17954,United Kingdom
556042,22747,POPPY'S PLAYHOUSE BATHROOM,2,6/8/2011 12:44,2.1,14367,United Kingdom
556041,20725,LUNCH BAG RED RETROSPOT,2,6/8/2011 12:44,1.65,17954,United Kingdom
556042,20725,LUNCH BAG RED RETROSPOT,10,6/8/2011 12:44,1.65,14367,United Kingdom
556042,22352,LUNCH BOX WITH CUTLERY RETROSPOT,6,6/8/2011 12:44,2.55,14367,United Kingdom
556043,23238,SET OF 4 KNICK KNACK TINS LONDON,6,6/8/2011 12:49,4.15,14078,United Kingdom
556043,23177,TREASURE ISLAND BOOK BOX,2,6/8/2011 12:49,2.25,14078,United Kingdom
556045,22192,BLUE DINER WALL CLOCK,2,6/8/2011 12:54,8.5,15764,United Kingdom
556045,22625,RED KITCHEN SCALES,2,6/8/2011 12:54,8.5,15764,United Kingdom
556045,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,6/8/2011 12:54,2.95,15764,United Kingdom
556045,20725,LUNCH BAG RED RETROSPOT,10,6/8/2011 12:54,1.65,15764,United Kingdom
556047,22713,CARD I LOVE LONDON,12,6/8/2011 12:57,0.42,12901,United Kingdom
556048,21671,RED SPOT CERAMIC DRAWER KNOB,12,6/8/2011 13:00,1.25,15609,United Kingdom
556050,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,6/8/2011 13:04,7.95,14367,United Kingdom
556054,22464,HANGING METAL HEART LANTERN,12,6/8/2011 13:26,1.65,14561,United Kingdom
556056,22962,JAM JAR WITH PINK LID,2,6/8/2011 13:35,0.85,17841,United Kingdom
556056,22467,GUMBALL COAT RACK,3,6/8/2011 13:35,2.55,17841,United Kingdom
556056,23182,TOILET SIGN OCCUPIED OR VACANT,3,6/8/2011 13:35,0.83,17841,United Kingdom
556056,21231,SWEETHEART CERAMIC TRINKET BOX,1,6/8/2011 13:35,1.25,17841,United Kingdom
556056,23103,JINGLE BELL HEART DECORATION,2,6/8/2011 13:35,1.65,17841,United Kingdom
556056,21500,PINK POLKADOT WRAP,25,6/8/2011 13:35,0.42,17841,United Kingdom
556056,21232,STRAWBERRY CERAMIC TRINKET BOX,1,6/8/2011 13:35,1.25,17841,United Kingdom
556056,84991,60 TEATIME FAIRY CAKE CASES,2,6/8/2011 13:35,0.55,17841,United Kingdom
556056,22089,PAPER BUNTING VINTAGE PAISLEY,1,6/8/2011 13:35,2.95,17841,United Kingdom
556056,22995,TRAVEL CARD WALLET SUKI,2,6/8/2011 13:35,0.42,17841,United Kingdom
556056,22920,HERB MARKER BASIL,1,6/8/2011 13:35,0.65,17841,United Kingdom
556056,20725,LUNCH BAG RED RETROSPOT,1,6/8/2011 13:35,1.65,17841,United Kingdom
556056,20725,LUNCH BAG RED RETROSPOT,1,6/8/2011 13:35,1.65,17841,United Kingdom
556056,22352,LUNCH BOX WITH CUTLERY RETROSPOT,5,6/8/2011 13:35,2.55,17841,United Kingdom
556058,22327,ROUND SNACK BOXES SET OF 4 SKULLS,6,6/8/2011 13:54,2.95,13985,United Kingdom
556058,22663,JUMBO BAG DOLLY GIRL DESIGN,10,6/8/2011 13:54,2.08,13985,United Kingdom
556058,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,6/8/2011 13:54,2.95,13985,United Kingdom
556058,84997D,CHILDRENS CUTLERY POLKADOT PINK,4,6/8/2011 13:54,4.15,13985,United Kingdom
556058,22662,LUNCH BAG DOLLY GIRL DESIGN,10,6/8/2011 13:54,1.65,13985,United Kingdom
556058,20725,LUNCH BAG RED RETROSPOT,10,6/8/2011 13:54,1.65,13985,United Kingdom
556060,22424,ENAMEL BREAD BIN CREAM,16,6/8/2011 14:03,10.95,14911,EIRE
556063,21210,SET OF 72 RETROSPOT PAPER  DOILIES,3,6/8/2011 14:09,1.45,14587,United Kingdom
556063,84997D,CHILDRENS CUTLERY POLKADOT PINK,1,6/8/2011 14:09,4.15,14587,United Kingdom
556063,84991,60 TEATIME FAIRY CAKE CASES,1,6/8/2011 14:09,0.55,14587,United Kingdom
556063,20725,LUNCH BAG RED RETROSPOT,2,6/8/2011 14:09,1.65,14587,United Kingdom
556064,21232,STRAWBERRY CERAMIC TRINKET BOX,24,6/8/2011 14:20,1.06,13777,United Kingdom
556067,21623,VINTAGE UNION JACK MEMOBOARD,1,6/8/2011 14:35,9.95,12748,United Kingdom
556067,21623,VINTAGE UNION JACK MEMOBOARD,1,6/8/2011 14:35,9.95,12748,United Kingdom
556067,21623,VINTAGE UNION JACK MEMOBOARD,1,6/8/2011 14:35,9.95,12748,United Kingdom
556070,85152,HAND OVER THE CHOCOLATE   SIGN,24,6/8/2011 14:51,2.1,17873,United Kingdom
556072,22147,FELTCRAFT BUTTERFLY HEARTS,24,6/8/2011 14:57,1.45,16126,United Kingdom
556073,85152,HAND OVER THE CHOCOLATE   SIGN,24,6/8/2011 15:05,2.1,16358,United Kingdom
556073,22835,HOT WATER BOTTLE I AM SO POORLY,4,6/8/2011 15:05,4.65,16358,United Kingdom
556073,22271,FELTCRAFT DOLL ROSIE,6,6/8/2011 15:05,2.95,16358,United Kingdom
556079,20725,LUNCH BAG RED RETROSPOT,100,6/8/2011 15:18,1.45,18229,United Kingdom
556080,48187,DOORMAT NEW ENGLAND,3,6/8/2011 15:21,12.46,,United Kingdom
556080,22549,PICTURE DOMINOES,2,6/8/2011 15:21,2.46,,United Kingdom
556080,21671,RED SPOT CERAMIC DRAWER KNOB,6,6/8/2011 15:21,3.29,,United Kingdom
556080,22327,ROUND SNACK BOXES SET OF 4 SKULLS,5,6/8/2011 15:21,6.63,,United Kingdom
556080,22644,CERAMIC CHERRY CAKE MONEY BANK,1,6/8/2011 15:21,4.13,,United Kingdom
556080,22835,HOT WATER BOTTLE I AM SO POORLY,3,6/8/2011 15:21,7.46,,United Kingdom
556080,22728,ALARM CLOCK BAKELIKE PINK,2,6/8/2011 15:21,8.29,,United Kingdom
556080,84997d,CHILDRENS CUTLERY POLKADOT PINK,9,6/8/2011 15:21,8.29,,United Kingdom
556080,21240,BLUE POLKADOT CUP,30,6/8/2011 15:21,1.63,,United Kingdom
556080,21232,STRAWBERRY CERAMIC TRINKET BOX,19,6/8/2011 15:21,3.29,,United Kingdom
556080,21041,RED RETROSPOT OVEN GLOVE DOUBLE,11,6/8/2011 15:21,6.63,,United Kingdom
556080,20725,LUNCH BAG RED RETROSPOT,50,6/8/2011 15:21,4.96,,United Kingdom
556080,20724,RED RETROSPOT CHARLOTTE BAG,68,6/8/2011 15:21,2.46,,United Kingdom
556080,84029E,RED WOOLLY HOTTIE WHITE HEART.,3,6/8/2011 15:21,7.46,,United Kingdom
556082,22212,FOUR HOOK  WHITE LOVEBIRDS,1,6/8/2011 15:22,4.13,,United Kingdom
556081,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,6/8/2011 15:22,4.13,,United Kingdom
556082,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,5,6/8/2011 15:22,4.13,,United Kingdom
556081,20685,DOORMAT RED RETROSPOT,1,6/8/2011 15:22,16.63,,United Kingdom
556082,22507,MEMO BOARD RETROSPOT  DESIGN,1,6/8/2011 15:22,10.79,,United Kingdom
556082,22663,JUMBO BAG DOLLY GIRL DESIGN,5,6/8/2011 15:22,4.13,,United Kingdom
556082,22699,ROSES REGENCY TEACUP AND SAUCER,1,6/8/2011 15:22,5.79,,United Kingdom
556081,23176,ABC TREASURE BOOK BOX,1,6/8/2011 15:22,4.58,,United Kingdom
556081,21876,POTTERING MUG,1,6/8/2011 15:22,3.29,,United Kingdom
556081,84792,ENCHANTED BIRD COATHANGER 5 HOOK,1,6/8/2011 15:22,9.13,,United Kingdom
556082,22089,PAPER BUNTING VINTAGE PAISLEY,1,6/8/2011 15:22,4.13,,United Kingdom
556083,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,3,6/8/2011 15:23,4.13,,United Kingdom
556083,22781,GUMBALL MAGAZINE RACK,1,6/8/2011 15:23,14.96,,United Kingdom
556083,22663,JUMBO BAG DOLLY GIRL DESIGN,1,6/8/2011 15:23,4.13,,United Kingdom
556084,22605,WOODEN CROQUET GARDEN SET,2,6/8/2011 15:23,14.95,17491,United Kingdom
556083,22089,PAPER BUNTING VINTAGE PAISLEY,5,6/8/2011 15:23,4.13,,United Kingdom
556087,22212,FOUR HOOK  WHITE LOVEBIRDS,1,6/8/2011 15:24,4.13,,United Kingdom
556086,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,6/8/2011 15:24,4.13,,United Kingdom
556088,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,3,6/8/2011 15:24,4.13,,United Kingdom
556087,20685,DOORMAT RED RETROSPOT,1,6/8/2011 15:24,16.63,,United Kingdom
556086,22845,VINTAGE CREAM CAT FOOD CONTAINER,1,6/8/2011 15:24,12.46,,United Kingdom
556088,22663,JUMBO BAG DOLLY GIRL DESIGN,1,6/8/2011 15:24,4.13,,United Kingdom
556087,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,3,6/8/2011 15:24,16.63,,United Kingdom
556087,22422,TOOTHPASTE TUBE PEN,1,6/8/2011 15:24,1.25,,United Kingdom
556088,22352,LUNCH BOX WITH CUTLERY RETROSPOT,1,6/8/2011 15:24,4.96,,United Kingdom
556089,22083,PAPER CHAIN KIT RETROSPOT,1,6/8/2011 15:25,6.63,,United Kingdom
556092,22083,PAPER CHAIN KIT RETROSPOT,3,6/8/2011 15:25,6.63,,United Kingdom
556091,22424,ENAMEL BREAD BIN CREAM,1,6/8/2011 15:25,24.96,,United Kingdom
556089,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,4,6/8/2011 15:25,4.13,,United Kingdom
556090,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,6/8/2011 15:25,4.13,,United Kingdom
556091,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,6/8/2011 15:25,4.13,,United Kingdom
556092,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,5,6/8/2011 15:25,4.13,,United Kingdom
556091,21876,POTTERING MUG,1,6/8/2011 15:25,3.29,,United Kingdom
556089,22089,PAPER BUNTING VINTAGE PAISLEY,1,6/8/2011 15:25,4.13,,United Kingdom
556091,22089,PAPER BUNTING VINTAGE PAISLEY,4,6/8/2011 15:25,4.13,,United Kingdom
556090,23170,REGENCY TEA PLATE ROSES,1,6/8/2011 15:25,3.29,,United Kingdom
556092,82581,TOILET METAL SIGN,1,6/8/2011 15:25,1.25,,United Kingdom
556089,22074,6 RIBBONS SHIMMERING PINKS,1,6/8/2011 15:25,2.46,,United Kingdom
556093,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,14,6/8/2011 15:26,4.13,,United Kingdom
556094,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,7,6/8/2011 15:26,4.13,,United Kingdom
556093,85152,HAND OVER THE CHOCOLATE   SIGN,1,6/8/2011 15:26,4.13,,United Kingdom
556094,22507,MEMO BOARD RETROSPOT  DESIGN,1,6/8/2011 15:26,10.79,,United Kingdom
556093,22663,JUMBO BAG DOLLY GIRL DESIGN,1,6/8/2011 15:26,4.13,,United Kingdom
556093,22089,PAPER BUNTING VINTAGE PAISLEY,11,6/8/2011 15:26,4.13,,United Kingdom
556094,48185,DOORMAT FAIRY CAKE,2,6/8/2011 15:26,14.13,,United Kingdom
556093,22352,LUNCH BOX WITH CUTLERY RETROSPOT,1,6/8/2011 15:26,4.96,,United Kingdom
556095,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,11,6/8/2011 15:27,4.13,,United Kingdom
556095,22699,ROSES REGENCY TEACUP AND SAUCER,1,6/8/2011 15:27,5.79,,United Kingdom
556095,22422,TOOTHPASTE TUBE PEN,1,6/8/2011 15:27,1.25,,United Kingdom
556095,22089,PAPER BUNTING VINTAGE PAISLEY,1,6/8/2011 15:27,4.13,,United Kingdom
556102,85132C,CHARLIE AND LOLA FIGURES TINS,12,6/8/2011 16:15,1.95,13115,United Kingdom
556102,22439,6 ROCKET BALLOONS,24,6/8/2011 16:15,0.65,13115,United Kingdom
556102,22147,FELTCRAFT BUTTERFLY HEARTS,12,6/8/2011 16:15,1.45,13115,United Kingdom
556102,20725,LUNCH BAG RED RETROSPOT,10,6/8/2011 16:15,1.65,13115,United Kingdom
556103,23177,TREASURE ISLAND BOOK BOX,1,6/8/2011 16:18,2.25,16011,United Kingdom
556103,23177,TREASURE ISLAND BOOK BOX,1,6/8/2011 16:18,2.25,16011,United Kingdom
556104,23103,JINGLE BELL HEART DECORATION,24,6/8/2011 16:34,1.65,13875,United Kingdom
556104,21240,BLUE POLKADOT CUP,8,6/8/2011 16:34,0.85,13875,United Kingdom
556104,23203,JUMBO BAG DOILEY PATTERNS,10,6/8/2011 16:34,2.08,13875,United Kingdom
556104,20725,LUNCH BAG RED RETROSPOT,10,6/8/2011 16:34,1.65,13875,United Kingdom
556105,22302,COFFEE MUG PEARS  DESIGN,6,6/8/2011 16:39,2.55,13466,United Kingdom
556105,22562,MONSTERS STENCIL CRAFT,12,6/8/2011 16:39,1.25,13466,United Kingdom
556105,22300,COFFEE MUG DOG + BALL DESIGN,6,6/8/2011 16:39,2.55,13466,United Kingdom
556105,22089,PAPER BUNTING VINTAGE PAISLEY,12,6/8/2011 16:39,2.95,13466,United Kingdom
556106,23238,SET OF 4 KNICK KNACK TINS LONDON,3,6/8/2011 16:54,4.15,14056,United Kingdom
556106,23245,SET OF 3 REGENCY CAKE TINS,2,6/8/2011 16:54,4.95,14056,United Kingdom
556106,22669,RED BABY BUNTING,2,6/8/2011 16:54,2.95,14056,United Kingdom
556106,22920,HERB MARKER BASIL,12,6/8/2011 16:54,0.65,14056,United Kingdom
556107,22024,RAINY LADIES BIRTHDAY CARD,12,6/8/2011 17:09,0.42,17360,United Kingdom
556107,22728,ALARM CLOCK BAKELIKE PINK,1,6/8/2011 17:09,3.75,17360,United Kingdom
556108,22083,PAPER CHAIN KIT RETROSPOT,3,6/8/2011 17:59,5.79,,United Kingdom
556108,48187,DOORMAT NEW ENGLAND,1,6/8/2011 17:59,15.79,,United Kingdom
556108,22619,SET OF 6 SOLDIER SKITTLES,2,6/8/2011 17:59,7.46,,United Kingdom
556108,22817,CARD SUKI BIRTHDAY,1,6/8/2011 17:59,0.83,,United Kingdom
556108,22692,DOORMAT WELCOME TO OUR HOME,3,6/8/2011 17:59,8.29,,United Kingdom
556108,23182,TOILET SIGN OCCUPIED OR VACANT,1,6/8/2011 17:59,2.46,,United Kingdom
556108,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,6/8/2011 17:59,5.79,,United Kingdom
556108,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,1,6/8/2011 17:59,0.83,,United Kingdom
556108,22728,ALARM CLOCK BAKELIKE PINK,1,6/8/2011 17:59,7.46,,United Kingdom
556108,23203,JUMBO BAG DOILEY PATTERNS,5,6/8/2011 17:59,4.13,,United Kingdom
556108,21232,STRAWBERRY CERAMIC TRINKET BOX,1,6/8/2011 17:59,2.46,,United Kingdom
556108,84792,ENCHANTED BIRD COATHANGER 5 HOOK,1,6/8/2011 17:59,9.13,,United Kingdom
556108,20724,RED RETROSPOT CHARLOTTE BAG,6,6/8/2011 17:59,1.63,,United Kingdom
556108,21174,POTTERING IN THE SHED METAL SIGN,2,6/8/2011 17:59,4.13,,United Kingdom
556109,22424,ENAMEL BREAD BIN CREAM,2,6/9/2011 7:53,12.75,13741,United Kingdom
556111,85132C,CHARLIE AND LOLA FIGURES TINS,12,6/9/2011 9:16,1.95,13004,United Kingdom
556111,23170,REGENCY TEA PLATE ROSES,12,6/9/2011 9:16,1.65,13004,United Kingdom
556112,48187,DOORMAT NEW ENGLAND,2,6/9/2011 9:28,7.95,13265,United Kingdom
556112,22212,FOUR HOOK  WHITE LOVEBIRDS,24,6/9/2011 9:28,2.1,13265,United Kingdom
556112,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,8,6/9/2011 9:28,3.25,13265,United Kingdom
556112,22920,HERB MARKER BASIL,12,6/9/2011 9:28,0.65,13265,United Kingdom
556113,22817,CARD SUKI BIRTHDAY,12,6/9/2011 9:32,0.42,13510,United Kingdom
556113,20685,DOORMAT RED RETROSPOT,2,6/9/2011 9:32,7.95,13510,United Kingdom
556113,22467,GUMBALL COAT RACK,6,6/9/2011 9:32,2.55,13510,United Kingdom
556113,21500,PINK POLKADOT WRAP,25,6/9/2011 9:32,0.42,13510,United Kingdom
556118,23050,RECYCLED ACAPULCO MAT GREEN,8,6/9/2011 9:54,8.25,13811,Germany
556121,22089,PAPER BUNTING VINTAGE PAISLEY,1,6/9/2011 10:09,2.95,15855,United Kingdom
556121,22089,PAPER BUNTING VINTAGE PAISLEY,2,6/9/2011 10:09,2.95,15855,United Kingdom
556125,20725,LUNCH BAG RED RETROSPOT,10,6/9/2011 10:20,1.65,12947,United Kingdom
556127,22467,GUMBALL COAT RACK,36,6/9/2011 10:23,2.1,12406,Denmark
556127,21231,SWEETHEART CERAMIC TRINKET BOX,24,6/9/2011 10:23,1.25,12406,Denmark
556127,22728,ALARM CLOCK BAKELIKE PINK,4,6/9/2011 10:23,3.75,12406,Denmark
556127,22620,4 TRADITIONAL SPINNING TOPS,12,6/9/2011 10:23,1.45,12406,Denmark
556127,84375,SET OF 20 KIDS COOKIE CUTTERS,24,6/9/2011 10:23,2.1,12406,Denmark
556129,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS,48,6/9/2011 10:46,1.45,14060,United Kingdom
556130,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,6/9/2011 10:48,1.45,15738,United Kingdom
556139,21174,POTTERING IN THE SHED METAL SIGN,12,6/9/2011 11:05,2.08,14231,United Kingdom
556179,21314,SMALL GLASS HEART TRINKET POT,48,6/9/2011 11:27,1.85,13756,United Kingdom
556179,22728,ALARM CLOCK BAKELIKE PINK,8,6/9/2011 11:27,3.75,13756,United Kingdom
556179,21500,PINK POLKADOT WRAP,25,6/9/2011 11:27,0.42,13756,United Kingdom
556179,22983,CARD BILLBOARD FONT,36,6/9/2011 11:27,0.42,13756,United Kingdom
556181,23182,TOILET SIGN OCCUPIED OR VACANT,24,6/9/2011 11:32,0.83,15407,United Kingdom
556181,22835,HOT WATER BOTTLE I AM SO POORLY,1,6/9/2011 11:32,4.65,15407,United Kingdom
556181,21901,"KEY FOB , BACK DOOR ",48,6/9/2011 11:32,0.65,15407,United Kingdom
556181,84792,ENCHANTED BIRD COATHANGER 5 HOOK,6,6/9/2011 11:32,4.65,15407,United Kingdom
556182,22439,6 ROCKET BALLOONS,6,6/9/2011 11:35,0.65,16892,United Kingdom
556182,22558,CLOTHES PEGS RETROSPOT PACK 24,1,6/9/2011 11:35,1.65,16892,United Kingdom
556182,22904,CALENDAR PAPER CUT DESIGN,1,6/9/2011 11:35,2.95,16892,United Kingdom
556183,22663,JUMBO BAG DOLLY GIRL DESIGN,10,6/9/2011 11:37,2.08,13134,United Kingdom
556183,21231,SWEETHEART CERAMIC TRINKET BOX,12,6/9/2011 11:37,1.25,13134,United Kingdom
556183,21240,BLUE POLKADOT CUP,8,6/9/2011 11:37,0.85,13134,United Kingdom
556183,21232,STRAWBERRY CERAMIC TRINKET BOX,12,6/9/2011 11:37,1.25,13134,United Kingdom
556184,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,6/9/2011 11:39,1.45,16592,United Kingdom
556184,21232,STRAWBERRY CERAMIC TRINKET BOX,12,6/9/2011 11:39,1.25,16592,United Kingdom
556184,21876,POTTERING MUG,12,6/9/2011 11:39,1.25,16592,United Kingdom
556184,20725,LUNCH BAG RED RETROSPOT,30,6/9/2011 11:39,1.65,16592,United Kingdom
556184,22464,HANGING METAL HEART LANTERN,12,6/9/2011 11:39,1.65,16592,United Kingdom
556184,21174,POTTERING IN THE SHED METAL SIGN,12,6/9/2011 11:39,2.08,16592,United Kingdom
556186,23245,SET OF 3 REGENCY CAKE TINS,16,6/9/2011 11:46,4.15,14241,United Kingdom
556186,22089,PAPER BUNTING VINTAGE PAISLEY,6,6/9/2011 11:46,2.95,14241,United Kingdom
556187,23245,SET OF 3 REGENCY CAKE TINS,4,6/9/2011 11:49,4.95,15296,United Kingdom
556188,22439,6 ROCKET BALLOONS,20,6/9/2011 11:49,0.65,,United Kingdom
556187,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,6/9/2011 11:49,6.95,15296,United Kingdom
556188,23310,BUBBLEGUM RING ASSORTED,36,6/9/2011 11:49,0.42,,United Kingdom
556188,84991,60 TEATIME FAIRY CAKE CASES,2,6/9/2011 11:49,0.55,,United Kingdom
556193,22271,FELTCRAFT DOLL ROSIE,6,6/9/2011 12:04,2.95,14132,United Kingdom
556193,22534,MAGIC DRAWING SLATE SPACEBOY,24,6/9/2011 12:04,0.42,14132,United Kingdom
556194,21452,TOADSTOOL MONEY BOX,6,6/9/2011 12:20,2.95,12483,Sweden
556195,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,6/9/2011 12:21,2.08,16745,United Kingdom
556195,23245,SET OF 3 REGENCY CAKE TINS,4,6/9/2011 12:21,4.95,16745,United Kingdom
556195,23203,JUMBO BAG DOILEY PATTERNS,10,6/9/2011 12:21,2.08,16745,United Kingdom
556195,21232,STRAWBERRY CERAMIC TRINKET BOX,4,6/9/2011 12:21,1.25,16745,United Kingdom
556196,23245,SET OF 3 REGENCY CAKE TINS,4,6/9/2011 12:27,4.95,18065,United Kingdom
556197,82581,TOILET METAL SIGN,12,6/9/2011 12:27,0.55,18065,United Kingdom
556197,21174,POTTERING IN THE SHED METAL SIGN,12,6/9/2011 12:27,2.08,18065,United Kingdom
556198,22558,CLOTHES PEGS RETROSPOT PACK 24,3,6/9/2011 12:30,1.65,14963,United Kingdom
556198,23310,BUBBLEGUM RING ASSORTED,36,6/9/2011 12:30,0.42,14963,United Kingdom
556198,22662,LUNCH BAG DOLLY GIRL DESIGN,3,6/9/2011 12:30,1.65,14963,United Kingdom
